,Content ID,User ID,Type,Datetime,Category,URL,Sentiment,Score
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,163daa38-8b77-48c9-9af6-37a6c1447ac2,indifferent,2021-05-24 03:21:13,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,neutral,20
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,super love,2021-01-24 11:03:43,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,75
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,disgust,2021-04-09 02:46:20,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,0
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,super love,2021-02-02 03:43:43,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,75
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,bcdf88dc-2a52-4716-bc24-a1b46040c8ce,interested,2021-02-04 03:06:12,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,30
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,2020-11-09 02:49:59,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,10
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,8f3d5674-544d-4f70-b4c1-7b9d93371855,scared,2020-09-29 16:00:27,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,15
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,9be473d9-cfdf-4954-bae2-09b0555a8ebb,want,2021-02-13 07:54:01,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,70
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,48e26178-5cdd-4568-9990-d3bc5937910b,interested,2020-07-14 05:28:44,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,positive,30
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,ed5e1675-94a8-482c-8b43-1b9bb71d0495,indifferent,2020-08-23 10:30:37,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,neutral,20
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,worried,2021-05-10 09:27:42,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,12
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,hate,2021-03-15 03:59:11,Studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,negative,5
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,ddd079a8-00dd-4aab-9551-11961171db16,dislike,2020-06-25 17:01:58,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,10
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,cbc99939-e6a6-4269-9819-bffce6f38751,intrigued,2020-09-13 00:11:50,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,45
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,2020-08-20 18:17:06,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,35
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,34e8add9-0206-47fd-a501-037b994650a2,scared,2021-02-11 04:53:56,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,15
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,a483c273-aee5-44bc-883e-d6963157aa4c,hate,2021-03-08 10:40:53,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,5
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,2021-03-28 21:15:26,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,0
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,2021-05-25 01:00:28,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,negative,5
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,48e26178-5cdd-4568-9990-d3bc5937910b,like,2021-03-15 12:17:43,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,50
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,3efc3621-873a-4b80-a0cb-27e531d600be,love,2021-05-05 16:26:43,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,65
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,heart,2021-06-16 03:02:28,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,60
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,afab7336-04d3-45fe-8917-0327c56e7435,indifferent,2020-07-07 10:52:30,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,20
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,78703a69-8edc-458f-b0fc-85d96501dcdc,peeking,2020-08-20 07:59:11,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,neutral,35
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,054b5d2a-7ee3-49c8-912a-1cf58389ae60,love,2020-09-23 11:15:19,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,like,2021-03-24 05:56:19,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,positive,50
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,ad4bd878-55e7-487c-a4db-470b23bbd832,hate,2020-12-07 19:13:23,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,425b7021-0409-4358-af39-2bff14197d0a,super love,2020-08-03 16:41:04,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,75
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,15cf4392-8541-422b-8957-a9c0380c11d9,adore,2021-01-10 15:36:01,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,4c731e48-0377-4d7d-b4c8-b2174b774ed8,scared,2020-09-20 08:48:13,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,15
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,cherish,2020-07-20 14:06:31,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,adore,2020-10-24 12:15:34,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,cfe50481-7c50-48fa-97fa-89b6f137e1bd,interested,2021-06-06 01:27:19,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,54a8e072-5369-4122-9189-43b55e1a4ba2,heart,2020-12-25 00:09:41,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,like,2021-06-14 07:56:56,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,50
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,d71363d5-6468-44b0-b641-94c4776bce98,hate,2020-11-18 23:37:37,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,acbac577-54c9-4476-af3c-a3241a3f4a19,interested,2021-05-09 02:42:43,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,dislike,2021-05-11 08:38:47,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,5870e611-6218-48e1-a9a0-ba86fe5598f7,peeking,2020-11-12 08:00:05,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,neutral,35
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,heart,2020-06-21 16:57:09,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,a6668254-c779-424c-8c8b-1762bf45916e,super love,2021-03-04 23:58:54,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,75
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,want,2020-07-09 16:47:07,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,b6d04982-1509-41ab-a700-b390d6cb4d02,hate,2020-08-01 19:16:01,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,5
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,2020-11-23 22:46:17,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,dislike,2021-04-23 23:41:18,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,10
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,want,2020-11-13 00:33:42,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,70
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,interested,2021-06-09 10:13:56,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,94bf7864-a52e-405e-a729-9702bf79c234,love,2020-10-29 19:41:49,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,65
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,31d378e7-9e95-4e8a-b564-7fd346027dfe,heart,2021-05-14 12:47:27,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,disgust,2020-08-04 05:40:33,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,negative,0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,2020-08-07 04:09:29,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,adore,2020-10-23 21:19:27,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,2020-11-14 23:53:51,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,72
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,9a84c667-c913-47ce-be69-0f847dbfe0db,interested,2020-11-12 04:54:46,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,positive,30
83,356fff80-da4d-4785-9f43-bc1261031dc6,c8145b49-3841-466e-9d49-a636ce2e7d1f,worried,2021-04-03 12:17:12,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,12
84,356fff80-da4d-4785-9f43-bc1261031dc6,ef56931b-540b-4166-9090-73ae48ac8d97,want,2020-09-27 22:15:54,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,70
85,356fff80-da4d-4785-9f43-bc1261031dc6,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,heart,2020-10-27 05:45:15,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,60
86,356fff80-da4d-4785-9f43-bc1261031dc6,8f41c07f-db4f-44f3-ae81-1f99cee047eb,scared,2020-10-15 09:11:23,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,15
87,356fff80-da4d-4785-9f43-bc1261031dc6,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,2021-05-07 09:16:35,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,positive,60
88,356fff80-da4d-4785-9f43-bc1261031dc6,0c5b0547-820a-4beb-832e-3162f74ccfa7,hate,2020-09-16 08:39:40,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,negative,5
89,356fff80-da4d-4785-9f43-bc1261031dc6,de1d478e-3552-4223-b039-d3086cc485ec,indifferent,2020-10-29 15:38:26,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,neutral,20
90,01ab84dd-6364-4236-abbb-3f237db77180,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,scared,2021-05-24 18:03:26,food,https://socialbuzz.cdn.com/content/storage/01ab84dd-6364-4236-abbb-3f237db77180,negative,15
91,3f8590c7-6ab2-4973-805a-90cdec355f05,0c5b0547-820a-4beb-832e-3162f74ccfa7,cherish,2021-02-12 16:37:36,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
92,3f8590c7-6ab2-4973-805a-90cdec355f05,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,2021-04-28 15:22:49,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
93,3f8590c7-6ab2-4973-805a-90cdec355f05,1e571af5-1796-424c-b744-a925897d44a3,intrigued,2021-01-24 00:38:50,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,45
94,3f8590c7-6ab2-4973-805a-90cdec355f05,48bed4d7-0329-472c-96d9-b23a103eb834,worried,2021-03-18 01:53:44,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,12
95,3f8590c7-6ab2-4973-805a-90cdec355f05,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,disgust,2021-01-14 07:21:32,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,0
96,3f8590c7-6ab2-4973-805a-90cdec355f05,77a7b81e-96f7-4e5a-92c7-5b07f7333913,heart,2020-12-23 04:11:42,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
97,3f8590c7-6ab2-4973-805a-90cdec355f05,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,2021-05-21 07:23:46,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,5
98,3f8590c7-6ab2-4973-805a-90cdec355f05,dbacabf8-7ebd-4f22-a261-59d8dad306f1,like,2021-03-28 23:25:16,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,50
99,3f8590c7-6ab2-4973-805a-90cdec355f05,c43c2351-9591-4122-acdd-b521723d7292,peeking,2020-09-16 07:33:24,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,neutral,35
100,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,heart,2021-03-06 05:23:29,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,60
101,3f8590c7-6ab2-4973-805a-90cdec355f05,10f311c3-f547-4260-8c0e-a155008b7936,disgust,2021-01-13 23:35:56,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,0
102,3f8590c7-6ab2-4973-805a-90cdec355f05,37867a23-d07b-4990-8fa8-d694cf7d3b1b,want,2020-09-06 22:35:47,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,70
103,3f8590c7-6ab2-4973-805a-90cdec355f05,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,interested,2020-06-24 09:31:00,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,30
104,3f8590c7-6ab2-4973-805a-90cdec355f05,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,2021-02-07 21:39:16,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,5
105,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,intrigued,2021-01-21 18:28:01,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,positive,45
106,3f8590c7-6ab2-4973-805a-90cdec355f05,bfe23c39-f814-4282-b0f7-506cd8295b8a,dislike,2021-02-27 00:21:50,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,10
107,3f8590c7-6ab2-4973-805a-90cdec355f05,de39bbda-66a8-4c52-835a-7a104cf7f081,worried,2020-08-22 12:06:49,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,negative,12
